Country;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source;;
Finland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;29;13490693;CTS
Finland;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;72429849;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;64;4609436;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;25;22369506;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;38;82239929;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;6;663546147;CTS
Finland;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;4;569638252;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;5;497846022;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;8;246769034;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;8;996475309;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;109;2072142;CTS
Finland;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;1;102338133;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;4;556330948;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;41;41116918;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;11;24384895;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;1;212571946;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;15;11815214;CTS
Estonia;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;13;90869997;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;6;803168462;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;CTS;
Estonia;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;22;37486516;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;16;2524127;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;6;349623898;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;116;4090317;CTS
Denmark;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;27;69408416;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;32;28368756;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;96;31213197;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;38;54223765;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;57;76989432;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;29;22395196;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;31;62306283;CTS
Denmark;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;0;726181757;CTS
Denmark;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;0;69922906;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;21;91140386;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress: Cyber-related;Total;Total;2018;Rate per 100;000 population;1;350125013;CTS
Czechia;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;6;84938427;CTS
Czechia;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100;000 population;4;903579041;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;46;56993709;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;121886286;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;13;57625708;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;6;103690164;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;7;360056495;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;0;112510418;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;6;403717944;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;13;18247061;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;14;17089327;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;1;154843594;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;8;11727437;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress: Cyber-related;Total;Total;2018;Rate per 100;000 population;0;673658763;CTS
Croatia;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;5;557684798;CTS
Croatia;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100;000 population;2;429983397;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;17;63542406;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;CTS;
Croatia;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;7;145594741;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;5;870454939;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;6;616291427;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;18;74214917;CTS
Croatia;Southern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;9;651049598;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;2;55196023;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;0;371194215;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;46399277;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;1;484776861;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;9;187056829;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;4;686326968;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;510392046;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;7;470283583;CTS
Croatia;Southern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;0;99939986;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;1;149309839;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;4;597239358;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;0;599639916;CTS
Croatia;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;18;23904745;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;0;699579902;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;0;899459874;CTS
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;0;CTS;
Croatia;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;1;49369853;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;35;70815743;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;893412994;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;8;154166212;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;1;602470925;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;17;93916567;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;27;34715453;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;30084878;CTS
