Country,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Score,,
Poland,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,6,872637339,CTS
Poland,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,15,41353959,CTS
Poland,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,1,55476498,CTS
Poland,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,29,2051435,CTS
Poland,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,2,127274797,CTS
Norway,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,14,7621938,CTS
Norway,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,107,55045,CTS
Norway,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,23,21111436,CTS
Norway,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,36,868017,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,108,5808062,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,48,3333109,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,51,21806833,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,9,32940674,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,27,557344,CTS
Norway,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,12,89905262,CTS
Norway,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,153,5781632,CTS
Norway,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,13,8818829,CTS
Norway,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,6,680634141,CTS
Norway,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,33,92277558,CTS
Norway,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,61,61029263,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,26,84711681,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,2,491271756,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,13,92181275,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,45,63423676,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,17,40959321,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,30,21766095,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,11,37192284,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,4,923925353,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,2,696435313,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,24,37070227,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,CTS,
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,3,663569623,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,1,274285086,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,2,70713265,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,0,318571272,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,19,5921332,CTS
Malta,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,73,30593846,CTS
Malta,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,0,910632776,CTS
Malta,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,41,6614495,CTS
Malta,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,CTS,
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,21,17221204,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,4,97847492,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,17,7436455,CTS
Malta,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,47,35290435,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,101,1180914,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,5,957858084,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,59,24758872,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,12,5777004,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,46,66988832,CTS
Lithuania,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,5,818789335,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,6,604147405,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,CTS,
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,7,817882603,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,4,140978913,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,3,67690369,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,0,CTS,
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,14,88610523,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,29,34383333,CTS
Lithuania,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,17,5535624,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,0,8627223,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,0,132726508,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,0,132726508,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,0,132726508,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,2,123624124,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,3,25179944,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,0,729995793,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,0,265453015,CTS
Lithuania,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,4,171778383,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,2,163144347,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,2,472164968,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,2,240399502,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,0,849806708,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,695296397,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,0,463530931,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,0,CTS,
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,0,CTS,
Liechtenstein,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,208,344322,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,23,73542908,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,13,18634949,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,5,274539796,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,10,5983528,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,2,437176588,CTS
Latvia,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,8,244916542,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,33,49821438,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,51854821,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,15,2971722,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,9,1264485,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,6,896691196,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,27,69047442,CTS
Latvia,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,5,88496637,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,1,440140558,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,0,672065594,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,4,128402932,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,1,56103076,CTS
Latvia,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,5,376524749,CTS
Latvia,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,3,64835608,CTS
Latvia,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,0,672065594,CTS
Latvia,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,2,400234263,CTS
Latvia,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,0,563763959,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,10,14775126,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,5,863145171,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,5,73875629,CTS
Latvia,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,12,96657105,CTS
Latvia,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,902022334,CTS
Latvia,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,0,789269542,CTS
